,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,total acidity,sulphates_squared,citric_acid_ratio,sugar_acid_diff,Quality
414,8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5,9.32,0.3721,0.038636363636363635,-6.1000000000000005,5
415,8.6,0.725,0.24,6.6,0.1169999999999999,31.0,134.0,1.0014,3.32,1.07,9.3,9.325,1.1449,0.027906976744186046,-2.0,5
416,10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,11.7,11.08,0.43560000000000004,0.06037735849056604,-8.399999999999999,6
417,7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,7.58,0.2304,0.017142857142857144,-5.1,5
418,11.9,0.38,0.51,2.0,0.121,7.0,20.0,0.9996,3.24,0.76,10.4,12.280000000000001,0.5776,0.04285714285714286,-9.9,6
419,6.8,0.77,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,7.57,0.4624000000000001,0.0,-5.0,5
420,9.5,0.56,0.33,2.4,0.089,35.0,67.0,0.9972,3.28,0.73,11.8,10.06,0.5328999999999999,0.034736842105263156,-7.1,7
421,6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7.4399999999999995,0.31360000000000005,0.004545454545454545,-4.3,7
422,7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,8.66,0.1936,0.025974025974025976,-5.7,5
423,10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,10.74,0.81,0.04476190476190476,-8.4,7
424,7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,8.66,0.1936,0.025974025974025976,-5.7,5
425,6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7.4399999999999995,0.31360000000000005,0.004545454545454545,-4.3,7
426,6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,7.07,0.24009999999999998,0.012499999999999999,-4.300000000000001,6
427,9.5,0.78,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,10.28,0.31360000000000005,0.023157894736842106,-7.6,6
428,9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,9.62,0.36,0.03626373626373627,-7.8,5
429,12.8,0.84,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6,10.4,13.64,0.36,0.04921875,-10.4,6
430,10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,10.74,0.81,0.04476190476190476,-8.4,7
431,7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,8.35,0.31360000000000005,0.04487179487179487,-5.6,5
432,11.9,0.37,0.69,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,12.27,0.42250000000000004,0.05798319327731092,-9.600000000000001,6
433,12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,12.690000000000001,0.24009999999999998,0.05121951219512195,-10.0,5
434,10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,10.81,0.7921,0.052884615384615384,-7.2,6
435,12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,12.690000000000001,0.24009999999999998,0.05121951219512195,-10.0,5
436,8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,8.67,0.31360000000000005,0.0375,-6.0,6
437,11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,11.549999999999999,0.43560000000000004,0.06576576576576576,-7.8999999999999995,6
438,10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,10.81,0.7921,0.052884615384615384,-7.2,6
439,7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,7.62,0.36,0.025714285714285714,-5.5,5
440,12.6,0.31,0.72,2.2,0.072,6.0,29.0,0.9987,2.88,0.82,9.8,12.91,0.6723999999999999,0.05714285714285714,-10.399999999999999,8
441,11.9,0.4,0.65,2.15,0.068,7.0,27.0,0.9988,3.06,0.68,11.3,12.3,0.4624000000000001,0.0546218487394958,-9.75,6
443,10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,11.6,10.44,0.39690000000000003,0.049,-7.3,7
444,5.3,0.57,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,5.87,0.7055999999999999,0.0018867924528301887,-3.5999999999999996,7
445,9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,10.235,0.31360000000000005,0.010526315789473684,-7.4,6
446,12.5,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,12.88,0.5328999999999999,0.048,-9.9,5
447,9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,11.2,9.780000000000001,0.5184,0.031182795698924726,-7.200000000000001,5
448,8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,9.129999999999999,0.31360000000000005,0.02558139534883721,-6.6,6
449,11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,12.290000000000001,0.3721,0.05798319327731092,-9.100000000000001,6
450,11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,12.290000000000001,0.3721,0.05798319327731092,-9.100000000000001,6
452,6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,7.359999999999999,0.39690000000000003,0.004411764705882353,-5.1,6
453,10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,10.73,0.5476,0.06057692307692308,-7.6000000000000005,7
454,7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,7.23,0.39690000000000003,0.05714285714285715,-5.4,5
455,11.3,0.62,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,11.92,0.4760999999999999,0.05929203539823009,-6.1000000000000005,8
456,8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,9.49,0.3364,0.043820224719101124,-6.6000000000000005,5
457,9.2,0.63,0.21,2.7,0.0969999999999999,29.0,65.0,0.9988,3.28,0.58,9.6,9.83,0.3364,0.02282608695652174,-6.499999999999999,5
458,10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,10.73,0.5476,0.06057692307692308,-7.6000000000000005,7
460,9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,9.629999999999999,0.3721,0.05652173913043479,-6.8999999999999995,6
461,8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,8.915000000000001,0.3721,0.02650602409638554,-5.700000000000001,5
462,11.0,0.26,0.68,2.55,0.085,10.0,25.0,0.997,3.18,0.61,11.8,11.26,0.3721,0.06181818181818182,-8.45,5
463,8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,9.0,8.76,0.28090000000000004,0.08641975308641975,-5.8999999999999995,5
464,11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,11.815,0.48999999999999994,0.04695652173913044,-9.4,6
465,10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,9.7,10.29,0.8281000000000001,0.04,-7.1,5
466,10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,10.8,0.5184,0.04077669902912621,-8.3,6
468,11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,11.76,0.3844,0.06052631578947368,-9.3,6
469,8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,9.52,0.3364,0.002298850574712644,-7.499999999999999,5
470,13.0,0.32,0.65,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,13.32,0.3721,0.05,-10.4,5
471,9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,10.14,0.5041,0.04375,-7.199999999999999,6
472,12.5,0.37,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,12.87,0.6723999999999999,0.044000000000000004,-9.9,6
473,9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,10.25,0.6241000000000001,0.05555555555555556,-7.800000000000001,5
474,10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.89,9.4,10.78,0.7921,0.04857142857142857,-8.8,6
475,9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,10.28,0.36,0.025,-7.3999999999999995,5
476,9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,9.57,0.48999999999999994,0.04408602150537634,-7.300000000000001,5
477,10.4,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,10.64,1.1236000000000002,0.047115384615384615,-8.6,6
478,9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,10.28,0.36,0.025,-7.3999999999999995,5
479,9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,10.085,0.48999999999999994,0.011702127659574468,-6.7,6
481,9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,9.700000000000001,0.8464,0.059574468085106386,-6.6000000000000005,8
482,10.6,0.36,0.59,2.2,0.152,6.0,18.0,0.9986,3.04,1.05,9.4,10.959999999999999,1.1025,0.05566037735849057,-8.399999999999999,5
483,10.6,0.36,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,9.4,10.959999999999999,1.1236000000000002,0.05660377358490566,-8.399999999999999,5
484,10.6,0.44,0.68,4.1,0.114,6.0,24.0,0.997,3.06,0.66,13.4,11.04,0.43560000000000004,0.06415094339622643,-6.5,6
485,10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,10.87,0.22089999999999999,0.03823529411764706,-8.299999999999999,5
486,10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,10.87,0.22089999999999999,0.03823529411764706,-8.299999999999999,5
487,10.2,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,10.844999999999999,0.17639999999999997,0.03529411764705882,-8.399999999999999,6
488,11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,11.92,0.8464,0.04741379310344828,-8.8,7
489,9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,9.690000000000001,0.5625,0.04301075268817204,-6.700000000000001,6
490,9.3,0.775,0.27,2.8,0.078,24.0,56.0,0.9984,3.31,0.67,10.6,10.075000000000001,0.4489000000000001,0.02903225806451613,-6.500000000000001,6
491,9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,9.61,0.6241000000000001,0.05434782608695653,-6.699999999999999,7
492,8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.9,13.4,9.3,0.81,0.05730337078651685,-6.300000000000001,7
493,8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,9.389999999999999,0.5476,0.035632183908045977,-5.699999999999999,6
495,10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,11.049999999999999,0.42250000000000004,0.049532710280373836,-8.1,8
496,7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,8.32,0.42250000000000004,0.032051282051282055,-5.9,6
497,7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,7.54,0.6241000000000001,0.044444444444444446,-4.7,5
498,10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,11.049999999999999,0.42250000000000004,0.049532710280373836,-8.1,8
499,8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,9.389999999999999,0.5476,0.035632183908045977,-5.699999999999999,6
500,7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,8.32,0.42250000000000004,0.032051282051282055,-5.9,6
501,10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,10.84,0.7224999999999999,0.07019230769230769,-3.8500000000000005,7
502,10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,10.84,0.7224999999999999,0.07019230769230769,-3.8500000000000005,7
503,10.5,0.26,0.47,1.9,0.078,6.0,24.0,0.9976,3.18,1.04,10.9,10.76,1.0816000000000001,0.04476190476190476,-8.6,7
504,10.5,0.24,0.42,1.8,0.077,6.0,22.0,0.9976,3.21,1.05,10.8,10.74,1.1025,0.04,-8.7,7
505,10.2,0.49,0.63,2.9,0.072,10.0,26.0,0.9968,3.16,0.78,12.5,10.69,0.6084,0.061764705882352944,-7.299999999999999,7
506,10.4,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,1.02,10.8,10.64,1.0404,0.04423076923076923,-8.6,7
507,11.2,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,11.87,0.5041,0.04910714285714286,-8.899999999999999,6
508,10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,10.59,0.39690000000000003,0.031,-7.8,6
509,13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,13.59,0.4624000000000001,0.05639097744360902,-10.5,7
510,12.4,0.42,0.49,4.6,0.073,19.0,43.0,0.9978,3.02,0.61,9.5,12.82,0.3721,0.03951612903225806,-7.800000000000001,5
511,10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,10.59,0.39690000000000003,0.031,-7.8,6
512,10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,11.1,0.6561000000000001,0.04485981308411215,-8.6,6
513,10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,11.01,0.43560000000000004,0.06095238095238095,-8.1,7
514,10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,11.01,0.43560000000000004,0.06095238095238095,-8.1,7
516,12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,13.1,0.5476,0.0392,-8.2,6
518,10.9,0.21,0.49,2.8,0.088,11.0,32.0,0.9972,3.22,0.68,11.7,11.110000000000001,0.4624000000000001,0.04495412844036697,-8.100000000000001,6
519,7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,7.665,0.6084,0.06712328767123288,-4.8,5
520,9.8,0.25,0.49,2.7,0.088,15.0,33.0,0.9982,3.42,0.9,10.0,10.05,0.81,0.049999999999999996,-7.1000000000000005,6
521,7.6,0.41,0.49,2.0,0.088,16.0,43.0,0.998,3.48,0.64,9.1,8.01,0.4096,0.06447368421052632,-5.6,5
522,8.2,0.39,0.49,2.3,0.099,47.0,133.0,0.9979,3.38,0.99,9.8,8.59,0.9801,0.059756097560975614,-5.8999999999999995,5
523,9.3,0.4,0.49,2.5,0.085,38.0,142.0,0.9978,3.22,0.55,9.4,9.700000000000001,0.30250000000000005,0.052688172043010746,-6.800000000000001,5
524,9.2,0.43,0.49,2.4,0.086,23.0,116.0,0.9976,3.23,0.64,9.5,9.629999999999999,0.4096,0.053260869565217396,-6.799999999999999,5
525,10.4,0.64,0.24,2.8,0.105,29.0,53.0,0.9998,3.24,0.67,9.9,11.040000000000001,0.4489000000000001,0.023076923076923075,-7.6000000000000005,5
526,7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,7.665,0.6084,0.06712328767123288,-4.8,5
527,7.0,0.38,0.49,2.5,0.0969999999999999,33.0,85.0,0.9962,3.39,0.77,11.4,7.38,0.5929,0.06999999999999999,-4.5,6
528,8.2,0.42,0.49,2.6,0.084,32.0,55.0,0.9988,3.34,0.75,8.7,8.62,0.5625,0.059756097560975614,-5.6,6
529,9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,10.530000000000001,0.32489999999999997,0.02424242424242424,-7.5,5
530,9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,9.32,0.7569,0.026373626373626374,-7.0,6
531,11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,12.280000000000001,0.3721,0.041176470588235294,-9.2,5
532,11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,12.280000000000001,0.3721,0.041176470588235294,-9.2,5
533,10.3,0.27,0.24,2.1,0.072,15.0,33.0,0.9956,3.22,0.66,12.8,10.57,0.43560000000000004,0.023300970873786405,-8.200000000000001,6
534,10.0,0.48,0.24,2.7,0.102,13.0,32.0,1.0,3.28,0.56,10.0,10.48,0.31360000000000005,0.024,-7.3,6
535,9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,9.32,0.7569,0.026373626373626374,-7.0,6
536,9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,10.530000000000001,0.32489999999999997,0.02424242424242424,-7.5,5
537,8.1,0.825,0.24,2.1,0.084,5.0,13.0,0.9972,3.37,0.77,10.7,8.924999999999999,0.5929,0.02962962962962963,-6.0,6
538,12.9,0.35,0.49,5.8,0.066,5.0,35.0,1.0014,3.2,0.66,12.0,13.25,0.43560000000000004,0.03798449612403101,-7.1000000000000005,7
539,11.2,0.5,0.74,5.15,0.1,5.0,17.0,0.9996,3.22,0.62,11.2,11.7,0.3844,0.06607142857142857,-6.049999999999999,5
540,9.2,0.59,0.24,3.3,0.1009999999999999,20.0,47.0,0.9988,3.26,0.67,9.6,9.79,0.4489000000000001,0.026086956521739132,-5.8999999999999995,5
541,9.5,0.46,0.49,6.3,0.064,5.0,17.0,0.9988,3.21,0.73,11.0,9.96,0.5328999999999999,0.05157894736842105,-3.2,6
542,9.3,0.715,0.24,2.1,0.07,5.0,20.0,0.9966,3.12,0.59,9.9,10.015,0.34809999999999997,0.025806451612903222,-7.200000000000001,5
543,11.2,0.66,0.24,2.5,0.085,16.0,53.0,0.9993,3.06,0.72,11.0,11.86,0.5184,0.02142857142857143,-8.7,6
545,9.1,0.47,0.49,2.6,0.094,38.0,106.0,0.9982,3.08,0.59,9.1,9.57,0.34809999999999997,0.05384615384615385,-6.5,5
546,7.5,0.55,0.24,2.0,0.078,10.0,28.0,0.9983,3.45,0.78,9.5,8.05,0.6084,0.032,-5.5,6
547,10.6,0.31,0.49,2.5,0.067,6.0,21.0,0.9987,3.26,0.86,10.7,10.91,0.7395999999999999,0.046226415094339626,-8.1,6
548,12.4,0.35,0.49,2.6,0.079,27.0,69.0,0.9994,3.12,0.75,10.4,12.75,0.5625,0.03951612903225806,-9.8,6
549,9.0,0.53,0.49,1.9,0.171,6.0,25.0,0.9975,3.27,0.61,9.4,9.53,0.3721,0.05444444444444444,-7.1,6
550,6.8,0.51,0.01,2.1,0.074,9.0,25.0,0.9958,3.33,0.56,9.5,7.31,0.31360000000000005,0.0014705882352941176,-4.699999999999999,6
551,9.4,0.43,0.24,2.8,0.092,14.0,45.0,0.998,3.19,0.73,10.0,9.83,0.5328999999999999,0.02553191489361702,-6.6000000000000005,6
552,9.5,0.46,0.24,2.7,0.092,14.0,44.0,0.998,3.12,0.74,10.0,9.96,0.5476,0.02526315789473684,-6.8,6
553,5.0,1.04,0.24,1.6,0.05,32.0,96.0,0.9934,3.74,0.62,11.5,6.04,0.3844,0.048,-3.4,5
556,10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,11.43,0.31360000000000005,0.04495412844036697,-6.300000000000001,6
558,10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,11.43,0.31360000000000005,0.04495412844036697,-6.300000000000001,6
559,13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,13.47,0.4624000000000001,0.03769230769230769,-8.7,6
560,12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,13.299999999999999,0.32489999999999997,0.03858267716535433,-9.899999999999999,5
561,9.0,0.44,0.49,2.4,0.078,26.0,121.0,0.9978,3.23,0.58,9.2,9.44,0.3364,0.05444444444444444,-6.6,5
562,9.0,0.54,0.49,2.9,0.094,41.0,110.0,0.9982,3.08,0.61,9.2,9.54,0.3721,0.05444444444444444,-6.1,5
563,7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,7.89,0.3721,0.06447368421052632,-4.8999999999999995,6
564,13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,13.47,0.4624000000000001,0.03769230769230769,-8.7,6
565,12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,13.299999999999999,0.32489999999999997,0.03858267716535433,-9.899999999999999,5
566,8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,9.399999999999999,0.36,0.027586206896551724,-6.199999999999999,6
567,8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,9.399999999999999,0.36,0.027586206896551724,-6.199999999999999,6
569,6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6.5600000000000005,0.32489999999999997,0.038709677419354833,-4.0,6
570,11.5,0.35,0.49,3.3,0.07,10.0,37.0,1.0003,3.32,0.91,11.0,11.85,0.8281000000000001,0.042608695652173914,-8.2,6
571,6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6.5600000000000005,0.32489999999999997,0.038709677419354833,-4.0,6
572,10.2,0.24,0.49,2.4,0.075,10.0,28.0,0.9978,3.14,0.61,10.4,10.44,0.3721,0.04803921568627451,-7.799999999999999,5
573,10.5,0.59,0.49,2.1,0.07,14.0,47.0,0.9991,3.3,0.56,9.6,11.09,0.31360000000000005,0.04666666666666667,-8.4,4
574,10.6,0.34,0.49,3.2,0.078,20.0,78.0,0.9992,3.19,0.7,10.0,10.94,0.48999999999999994,0.046226415094339626,-7.3999999999999995,6
575,12.3,0.27,0.49,3.1,0.079,28.0,46.0,0.9993,3.2,0.8,10.2,12.57,0.6400000000000001,0.039837398373983736,-9.200000000000001,6
576,9.9,0.5,0.24,2.3,0.103,6.0,14.0,0.9978,3.34,0.52,10.0,10.4,0.27040000000000003,0.02424242424242424,-7.6000000000000005,4
577,8.8,0.44,0.49,2.8,0.083,18.0,111.0,0.9982,3.3,0.6,9.5,9.24,0.36,0.05568181818181818,-6.000000000000001,5
578,8.8,0.47,0.49,2.9,0.085,17.0,110.0,0.9982,3.29,0.6,9.8,9.270000000000001,0.36,0.05568181818181818,-5.9,5
579,10.6,0.31,0.49,2.2,0.063,18.0,40.0,0.9976,3.14,0.51,9.8,10.91,0.2601,0.046226415094339626,-8.399999999999999,6
580,12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,12.8,0.1936,0.039837398373983736,-10.100000000000001,5
581,12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,12.8,0.1936,0.039837398373983736,-10.100000000000001,5
582,11.7,0.49,0.49,2.2,0.083,5.0,15.0,1.0,3.19,0.43,9.2,12.19,0.18489999999999998,0.041880341880341884,-9.5,5
583,12.0,0.28,0.49,1.9,0.074,10.0,21.0,0.9976,2.98,0.66,9.9,12.28,0.43560000000000004,0.04083333333333333,-10.1,7
585,7.6,0.51,0.24,2.4,0.091,8.0,38.0,0.998,3.47,0.66,9.6,8.11,0.43560000000000004,0.031578947368421054,-5.199999999999999,6
586,11.1,0.31,0.49,2.7,0.094,16.0,47.0,0.9986,3.12,1.02,10.6,11.41,1.0404,0.044144144144144144,-8.399999999999999,7
587,7.3,0.73,0.24,1.9,0.108,18.0,102.0,0.9967,3.26,0.59,9.3,8.03,0.34809999999999997,0.03287671232876712,-5.4,5
589,10.2,0.29,0.49,2.6,0.059,5.0,13.0,0.9976,3.05,0.74,10.5,10.489999999999998,0.5476,0.04803921568627451,-7.6,7
590,9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,9.45,0.32489999999999997,0.05444444444444444,-6.4,5
592,9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,9.45,0.32489999999999997,0.05444444444444444,-6.4,5
593,9.9,0.49,0.58,3.5,0.094,9.0,43.0,1.0004,3.29,0.58,9.0,10.39,0.3364,0.05858585858585858,-6.4,5
594,7.9,0.72,0.17,2.6,0.096,20.0,38.0,0.9978,3.4,0.53,9.5,8.620000000000001,0.28090000000000004,0.021518987341772152,-5.300000000000001,5
596,12.4,0.4,0.51,2.0,0.059,6.0,24.0,0.9994,3.04,0.6,9.3,12.8,0.36,0.04112903225806452,-10.4,6
597,11.9,0.58,0.58,1.9,0.071,5.0,18.0,0.998,3.09,0.63,10.0,12.48,0.39690000000000003,0.04873949579831932,-10.0,6
598,8.5,0.585,0.18,2.1,0.078,5.0,30.0,0.9967,3.2,0.48,9.8,9.085,0.2304,0.021176470588235293,-6.4,6
599,12.7,0.59,0.45,2.3,0.0819999999999999,11.0,22.0,1.0,3.0,0.7,9.3,13.29,0.48999999999999994,0.03543307086614173,-10.399999999999999,6
600,8.2,0.915,0.27,2.1,0.088,7.0,23.0,0.9962,3.26,0.47,10.0,9.114999999999998,0.22089999999999999,0.03292682926829269,-6.1,4
601,13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,13.66,0.31360000000000005,0.0393939393939394,-11.0,6
602,7.7,0.835,0.0,2.6,0.081,6.0,14.0,0.9975,3.3,0.52,9.3,8.535,0.27040000000000003,0.0,-5.1,5
603,13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,13.66,0.31360000000000005,0.0393939393939394,-11.0,6
604,8.3,0.58,0.13,2.9,0.096,14.0,63.0,0.9984,3.17,0.62,9.1,8.88,0.3844,0.015662650602409636,-5.4,6
605,8.3,0.6,0.13,2.6,0.085,6.0,24.0,0.9984,3.31,0.59,9.2,8.9,0.34809999999999997,0.015662650602409636,-5.700000000000001,6
606,9.4,0.41,0.48,4.6,0.072,10.0,20.0,0.9973,3.34,0.79,12.2,9.81,0.6241000000000001,0.05106382978723404,-4.800000000000001,7
607,8.8,0.48,0.41,3.3,0.092,26.0,52.0,0.9982,3.31,0.53,10.5,9.280000000000001,0.28090000000000004,0.046590909090909086,-5.500000000000001,6
609,6.3,0.36,0.19,3.2,0.075,15.0,39.0,0.9956,3.56,0.52,12.7,6.66,0.27040000000000003,0.03015873015873016,-3.0999999999999996,6
610,8.8,0.24,0.54,2.5,0.083,25.0,57.0,0.9983,3.39,0.54,9.2,9.040000000000001,0.2916,0.06136363636363636,-6.300000000000001,5
611,13.2,0.38,0.55,2.7,0.081,5.0,16.0,1.0006,2.98,0.54,9.4,13.58,0.2916,0.04166666666666667,-10.5,5
612,7.5,0.64,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6,10.0,8.14,0.36,0.0,-5.1,6
